Where do I go to submit a request for data under the Freedom of Information Act?,"If you have a Freedom of Information Act (FOIA) request for data contained in any one of the systems supported by the Federal Service Desk, you must submit the request by following the procedures on the GSA Freedom of Information Act (FOIA) page. There you can submit an online FOIA request form, send an email, or mail a letter with your FOIA request. Just follow the instructions posted on the GSA FOIA page and the appropriate person will receive  your FOIA request  and respond.GSA Freedom of Information Act (FOIA) page:https://www.gsa.gov/reference/freedom-of-information-act-foiaRequest form:https://foiaonline.gov/foiaonline/action/public/home"
Where do I go with questions pertaining to labor laws and/or standards?,"Please direct your questions pertaining to the applicability of contract labor standards, or the applicability of SCA or DBA WDs to specific contract actions, to the responsible contracting officer or agency labor advisor. Agencies and other interested parties are encouraged to make full use of the library page as well as DOL.gov."
Who can assign federal hierarchy administrator roles for federal agencies?,"The federal hierarchy administrator role may only be assigned by GSA or an active federal hierarchy administrator.  Contract opportunity administrators cannot assign federal hierarchy administrator roles or make hierarchy changes.  GSA has assigned Department level federal hierarchy administrator roles to all CFO agencies.  You may view your agency’s federal hierarchy administrators by going to the User Directory section in your WorkspaceClick on User Directory to see the entire listUsing the left hand filters, you can narrow the search results to display users within the Federal Hierarchy domain.  The results include the administrator’s name, work email, and organizationA request must be sent directly to the federal hierarchy administrator’s email  If your agency does not have a federal hierarchy administrator at the Department level, please contact the FSD.gov for assistance."
Who can assign the Federal Hierarchy Administrator role?,The Federal Hierarchy Administrator role may only be assigned by GSA or an active Federal Hierarchy Administrator.  An agency role administrator cannot assign Federal Hierarchy Administrator roles.
"Who can create or edit a Department, Sub-tier or office?",Only a Federal Hierarchy Administrator can create or edit the hierarchy.
Who has access to ad hoc contract data reports?,Any user with an account in beta.SAM.gov can run ad hoc contract data reports when signed in.
Who notifies the requester of rejection or approval?,"GSA Security makes the determination whether to approve or deny a request.  System emails are generated to announce the approval or rejection of the request, but there is often a conversation going on between security and the applicant as part of the approval process."
Why am I not able to save my ad hoc contract data report after opening it to edit the filters?  I'm only given the option to run it or cancel.,"After you edit the filters, the software needs you to run the report so it can verify your editing, then you can save the updated ad hoc report afterward."
Why am I seeing an error message when assigning a role to a user?,"When you select a department while assigning a role, the role and permissions are applied to all sub-tiers and offices with that department.Similarly, if a sub-tier is selected, the role and permissions are applied to all offices with that sub-tier.Therefore, department and sub-tier cannot be selected at the same time, because a department will include all sub-tiers.Please ensure that the user does not have a role at the office or sub-tier before assigning a role at the department level.If you have a role at one level and would like to have the same role at a different level, please remove the role at the first level and request a role at the other level.If you are an administrator, you can edit the role and update the level for that role. For example, if a user has two roles at the office level and now wants the role at the sub-tier level, the administrator will have to remove the office level roles and then add the sub-tier role.If you are not an administrator, please contact your administrator to update your role to the correct level."
Why beta?,"GSA decided to use the term beta when naming beta.SAM.gov to distinguish it from the current legacy SAM.gov site. While parts of the site are official, others are demonstration only and continue to be supported on one of our original websites. The original websites will be gradually migrated to the beta site. When the functionality from an original site has been migrated, the site will be a candidate for retirement. The original sites will co-exist with beta.SAM.gov until they are retired. Once the original SAM.gov site has retired, this site will be renamed “SAM.gov.”"
Why can't I find my entity?,"If you can&#39;t find your entity on beta.SAM.gov, your entity administrator may have hidden it from public view.This is an optional setting, called &quot;Not for Public Display&quot; (NPDY), that entity administrators can use.An account on beta.SAM.gov cannot be associated with a non-public entity. If you do not see your entity in the public search, please contact the person who manages your entity registration in the System for Award Management (SAM) to change the NPDY setting."
Why can’t I see the contract opportunities widget?,"To see the contract opportunities widget, you must be assigned the appropriate permissions in the contract opportunities domain by your administrator.Please contact your administrator and ask for the &quot;Front End Data Entry is Allowed&quot; permission to be assigned to you so that you can access the contract opportunities widget."
Why does the  SCA WD include questions about existing Collective Bargaining Agreement (CBAs)?,"According to section 4(c) of the SCA, if the predecessor contractor used a CBA,the wages and fringe benefits contained in a predecessor contractor’s CBA will supersede any and all other wage determination requirements for the successor contract period of performance.   The contracting officer must prepare a CBA WD for the successor contractor that references the predecessor’s CBA and incorporates it into the successor’s contract action.  The CBA must be provided to the contracting officer on a timely basis and be properly executed by the signatories to the CBA (predecessor contractor and union) and be effective for wage/benefit purposes during the predecessor contract in order to control under section 4(c) of the SCA.  Therefore, the system allows the government contracting officer to establish a CBA-based wage determination for CBAs meeting those requirements.  For further details, please see 29 CFR 4.1b (b) and 29 CFR 4.163.Electronic Code of Federal Regulationshttp://www.ecfr.gov/cgi-bin/text-idx?c=ecfr&amp;sid=99c9a20e960f56be66f17ae91b52c888&amp;rgn=div5&amp;view=text&amp;node=29:1.1.1.1.5&amp;idno=29"
Why do I keep getting emails about personal API keys?,"If at any point you elected to &quot;get an API&quot; in your profile page, you now have a unique identifier for your user account that can be used to authenticate when calling an API.For security, these must expire and be reissued every 90 days. You are receiving an email notifying you of the expiration, as you at some point requested an API key within your user profile page.If you have a System Account, you also have an API key. This will also trigger notifications to ensure the system is updated with the new API keys and there is no loss of connection."
Why is login.gov asking me to re-certify that I'm sharing my email address?,"When you initially created your login.gov account, you certified that your email address was being shared with domains that use login.gov for authentication.On an annual basis, login.gov asks you to re-certify that you agree to those terms."
Why is my CAC/PIV card not logging me into beta.SAM.gov?,"User authentication for beta.SAM.gov is managed by login.gov.If you are having issues logging in using your CAC/PIV card, please visit secure.login.gov and try logging in to your account there.If you continue to receive an error message, please contact the help desk of login.gov [<a href=""https://login.gov/contact/"">https://login.gov/contact/</a>]Additional help information can be found here. [<a href=""https://login.gov/help/sam/cant-sign-in-or-reset-my-password-sam-account/"">https://login.gov/help/sam/cant-sign-in-or-reset-my-password-sam-account/</a>]"
Why is my company not appearing on beta.SAM.gov when I register or try to edit my entity?,"Your entity/company may not be publicly viewable.If you would like your company to appear, you will need to contact the person who manages your SAM registration. They have the ability to change this setting from not publicly searchable to public within the entity&#39;s registration.In addition, the default search on beta.SAM.gov excludes any inactive entities. If your registration has expired, it may not appear in a search on beta.SAM.gov until the &quot;Active Only&quot; box is unchecked.<em>Please note:</em> beta.SAM.gov is not the authoritative source for entity data at this time. To ensure that you are getting the most accurate and current results, search at SAM.gov."
Why is there an odd and an even numbered standard area SCA Wage Determination (WD) for each locality?,"The Department of Labor (DOL) issues two wage determinations for each locality that are identical except for the fringe benefit requirements.  The even-numbered wage determination requires the contract to have a fringe benefit plan requiring compliance on an “average cost” basis.  This allows the contractor to comply with the wage based on the average cost of their fringe benefit plan when calculated on the entire service employee workforce.  This calculation is based upon total hours worked (including overtime hours, but excluding paid time off such as holiday and vacation) by all employees.  The  odd-numbered wage determination requires the contractor to satisfy the fringe benefit requirements on a “per employee” basis and compliance must be calculated using all hours paid (including paid time off, but excluding overtime hours).  The contractor must meet the minimum fringe benefit requirement for each individual employee and is not allowed to average there fringe benefit cost over the entire workforce.  You can find a more detailed history and explanation of these two fringe benefit methodologies at the library by reviewing Department of Labor’s All Agency Memorandum #188 and #197. If the “average cost” WD was used under the previous contract period, DOL rules require its continued use under 29 CFR 4.52.Electronic Code of Federal Regulationshttps://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=8ee043b383f50f57bd0ea24a616095dd&mc=true&r=PART&n=pt29.1.4#se29.1.4_152"
Will my System Account Password expire?,"Yes, the password expires every 90 days. The system manager and system account administrator on the system account will receive emails leading up to the password expiration.If the password has a countdown above 0, you can select &quot;Reset Password,&quot; which requires you to know the current password. Resetting your password takes effect immediately and resets the 90-day timer.If the password has a countdown timer of 0 (the password will also be hashed and greyed out), then you must select the &quot;forgot password&quot; option.First, select to receive the One Time Password. This will send an email to the logged-in user. You will receive a one-time password in the email address associated with your account. Enter it into the prompt within the system account. You will then be able to enter a new password and the 90-day password timer will be reset.Resetting your password takes effect immediately. You will then be able to use the password with system calls."
